Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
Black,Male,24,North Central Correctional Facility,Prison,2019,2022,07/10/2018,04/03/2019,8,Parole Granted,20461249,D Felony,Public Order,Weapons,false,,,,,,,,High
White,Female,34,Iowa Correctional Institution for Women,Prison,2019,2022,10/31/2018,05/14/2019,6,Parole Granted,20361260,D Felony,Property,Forgery/Fraud,true,Tech,237,7.9,715A.2(2)(a),D Felony,Property,Forgery/Fraud,Low
White,Male,39,Iowa State Penitentiary,Prison,2019,2022,12/15/2017,08/21/2018,8,Parole Granted,20336409,D Felony,Public Order,Traffic,false,,,,,,,,Low
Black,Male,31,Districts/Compact Regions,Work Release,2019,2022,01/23/2018,07/27/2018,6,Parole Granted,20337665,C Felony,Violent,Assault,false,,,,,,,,High
White,Male,27,Mount Pleasant Correctional Facility,Prison,2019,2022,08/12/2016,11/16/2018,27,Discharged - Expiration of Sentence,20185065,D Felony,Drug,Trafficking,false,,,,,,,,Moderate
Black,Male,25,Iowa Medical & Classification Center,Work Release,2019,2022,04/06/2018,09/19/2018,5,Parole Granted,20349379,C Felony,Property,Theft,true,Tech,365,12.2,714.2(1),C Felony,Property,Theft,Low
White,Female,42,Iowa Correctional Institution for Women,Prison,2019,2022,10/03/2018,01/30/2019,3,Parole Granted,20386238,D Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,31,Districts/Compact Regions,Work Release,2019,2022,10/08/2018,12/03/2018,1,Parole Granted,20379239,D Felony,Public Order,OWI,false,,,,,,,,Low
White,Female,40,Iowa Correctional Institution for Women,Prison,2019,2022,12/14/2018,05/01/2019,4,Parole Granted,20479744,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,71,Clarinda Correctional Facility,Prison,2019,2022,05/11/2018,04/01/2019,10,Parole Granted,20350902,D Felony,Public Order,OWI,true,New Charge,610,20.3,321J.2(2)(c),D Felony,Public Order,OWI,Moderate
White,Male,37,Newton Correctional Facility,Prison,2019,2022,02/05/2010,06/02/2019,111,Released to Special Sentence,20068661,C Felony,Violent,Sex,false,,,,,,,,
White,Male,53,Districts/Compact Regions,Work Release,2019,2022,08/28/2018,12/01/2018,3,Released to Special Sentence,20321673,Aggravated Misdemeanor,Violent,Sex,false,,,,,,,,Low
White,Male,36,Fort Dodge Correctional Facility,Prison,2019,2022,03/20/2017,07/04/2018,15,Discharged - Expiration of Sentence,20277245,D Felony,Property,Forgery/Fraud,false,,,,,,,,High
Black,Male,21,Fort Dodge Correctional Facility,Prison,2019,2022,01/04/2017,05/16/2019,28,Parole Granted,20356008,C Felony,Property,Burglary,true,Tech,868,28.9,713.5,C Felony,Property,Burglary,High
White,Male,39,Iowa Medical & Classification Center,Work Release,2019,2022,12/11/2018,01/24/2019,1,Parole Granted,20411358,D Felony,Violent,Assault,true,Tech,70,2.3,708.2A(5),D Felony,Violent,Assault,High
White,Male,25,Clarinda Correctional Facility,Prison,2019,2022,03/13/2018,01/29/2019,10,Paroled w/Immediate Discharge,20359342,D Felony,Property,Burglary,true,New Charge,258,8.6,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Male,31,Newton Correctional Facility,Prison,2019,2022,06/27/2018,08/31/2018,2,Discharged - Expiration of Sentence,20292502,D Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,28,Iowa Medical & Classification Center,Work Release,2019,2022,05/04/2018,09/14/2018,4,Parole Granted,20384207,D Felony,Property,Theft,true,Tech,174,5.8,714.2(2),D Felony,Property,Theft,High
White,Male,43,Anamosa State Penitentiary,Prison,2019,2022,12/07/2015,02/24/2019,38,Discharged - Expiration of Sentence,20339918,D Felony,Property,Vandalism,false,,,,,,,,High
White,Male,25,Newton Correctional Facility,Prison,2019,2022,07/27/2017,10/25/2018,14,Released to Special Sentence,20417039,Aggravated Misdemeanor,Violent,Sex,true,New Charge,161,5.4,908.5(2)B,D Felony,Other,Other Criminal,
Hispanic,Female,32,Iowa Correctional Institution for Women,Prison,2019,2022,11/19/2018,04/11/2019,4,Parole Granted,20382264,D Felony,Drug,Other Drug,false,,,,,,,,Low
White,Male,53,Iowa Medical & Classification Center,Prison,2019,2022,09/09/2016,03/17/2019,30,Discharged - Expiration of Sentence,20375502,Aggravated Misdemeanor,Violent,Assault,true,New Charge,639,21.3,708.11(3A),C Felony,Violent,Assault,High
White,Male,22,Districts/Compact Regions,Work Release,2019,2022,07/17/2018,10/01/2018,2,Parole Granted,20401012,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,44,Anamosa State Penitentiary,Prison,2019,2022,05/17/2018,09/12/2018,3,Parole Granted,20376118,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Male,25,Newton Correctional Facility,Prison,2019,2022,01/29/2019,04/11/2019,2,Discharged - Expiration of Sentence,20494950,D Felony,Other,Other Criminal,false,,,,,,,,Low
Black,Male,22,Clarinda Correctional Facility,Prison,2019,2022,11/22/2016,08/06/2018,20,Parole Granted,20331407,D Felony,Public Order,Weapons,false,,,,,,,,High
White,Male,38,Fort Dodge Correctional Facility,Prison,2019,2022,01/02/2019,02/21/2019,1,Discharged - Expiration of Sentence,20170416,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,37,Clarinda Correctional Facility,Prison,2019,2022,06/20/2016,07/05/2018,24,Parole Granted,20357411,C Felony,Violent,Assault,true,Tech,348,11.6,235B.20(4),C Felony,Violent,Assault,Moderate
White,Male,35,Mount Pleasant Correctional Facility,Prison,2019,2022,07/12/2018,10/10/2018,2,Discharged - Expiration of Sentence,20365721,D Felony,Property,Burglary,false,,,,,,,,High
White,Female,38,Iowa Correctional Institution for Women,Work Release,2019,2022,10/08/2018,01/22/2019,3,Parole Granted,20275191,C Felony,Drug,Trafficking,true,Tech,192,6.4,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
Black,Male,34,Mount Pleasant Correctional Facility,Prison,2019,2022,02/19/2018,01/31/2019,11,Parole Granted,20416955,D Felony,Drug,Drug Possession,false,,,,,,,,Moderate
White,Male,37,Newton Correctional Facility,Prison,2019,2022,06/05/2018,07/23/2018,1,Discharged - Expiration of Sentence,20374201,Aggravated Misdemeanor,Drug,Drug Possession,false,,,,,,,,Low
White,Male,27,Iowa Medical & Classification Center,Work Release,2019,2022,08/13/2018,12/10/2018,3,Parole Granted,20205836,D Felony,Property,Forgery/Fraud,false,,,,,,,,High
White,Female,28,Districts/Compact Regions,Work Release,2019,2022,09/03/2018,11/27/2018,2,Parole Granted,20387675,D Felony,Property,Theft,false,,,,,,,,High
White,Female,31,Iowa Correctional Institution for Women,Prison,2019,2022,11/13/2017,09/19/2018,10,Parole Granted,20302082,D Felony,Drug,Other Drug,false,,,,,,,,High
White,Male,31,Iowa Medical & Classification Center,Work Release,2019,2022,06/14/2018,08/31/2018,2,Parole Granted,20420970,D Felony,Public Order,Weapons,true,Tech,383,12.8,724.3,D Felony,Public Order,Weapons,Low
White,Female,35,Iowa Correctional Institution for Women,Prison,2019,2022,07/11/2018,11/19/2018,4,Parole Granted,20325396,D Felony,Drug,Drug Possession,true,Tech,280,9.3,124.401(5)(c),D Felony,Drug,Drug Possession,Low
White,Male,30,Districts/Compact Regions,Work Release,2019,2022,05/24/2018,02/06/2019,8,Parole Granted,20358685,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Moderate
Black,Male,25,Districts/Compact Regions,Work Release,2019,2022,10/17/2018,12/21/2018,2,Parole Granted,20197220,C Felony,Violent,Assault,false,,,,,,,,High
White,Male,36,Mount Pleasant Correctional Facility,Prison,2019,2022,10/29/2018,06/28/2019,7,Parole Granted,20338911,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,61,2.0,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
Hispanic,Male,24,Fort Dodge Correctional Facility,Prison,2019,2022,12/07/2016,09/19/2018,21,Paroled w/Immediate Discharge,20381350,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,29,Mount Pleasant Correctional Facility,Prison,2019,2022,06/26/2018,03/15/2019,8,Parole Granted,20458247,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,38,Fort Dodge Correctional Facility,Prison,2019,2022,03/06/2015,09/17/2018,42,Discharged - Expiration of Sentence,20296678,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,19,Mount Pleasant Correctional Facility,Prison,2019,2022,07/24/2018,04/24/2019,9,Parole Granted,20474233,D Felony,Property,Theft,true,Tech,100,3.3,714.2(2),D Felony,Property,Theft,Low
White,Male,32,Fort Dodge Correctional Facility,Prison,2019,2022,10/11/2016,11/13/2018,25,Parole Granted,20360430,D Felony,Public Order,Weapons,false,,,,,,,,High
White,Female,35,Districts/Compact Regions,Work Release,2019,2022,08/27/2018,12/14/2018,3,Parole Granted,20421253,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,27,Fort Dodge Correctional Facility,Prison,2019,2022,08/02/2017,08/07/2018,12,Parole Granted,20418460,D Felony,Public Order,Flight/Escape,true,Tech,231,7.7,"811.2(8),A",D Felony,Public Order,Flight/Escape,High
White,Male,24,Newton Correctional Facility,Prison,2019,2022,11/30/2017,11/13/2018,11,Discharged - Expiration of Sentence,20431894,Aggravated Misdemeanor,Violent,Sex,false,,,,,,,,
White,Male,32,Mount Pleasant Correctional Facility,Prison,2019,2022,09/28/2017,06/20/2019,20,Parole Granted,20416611,C Felony,Violent,Other Violent,false,,,,,,,,Moderate
White,Male,25,Newton Correctional Facility,Prison,2019,2022,05/26/2015,08/15/2018,38,Parole Granted,20210161,C Felony,Violent,Sex,false,,,,,,,,Low
American Indian or Alaska Native,Male,29,Clarinda Correctional Facility,Prison,2019,2022,06/12/2018,10/26/2018,4,Parole Granted,20231706,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,249,8.3,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
Black,Male,34,North Central Correctional Facility,Prison,2019,2022,04/20/2018,12/12/2018,7,Parole Granted,873938,C Felony,Property,Burglary,true,New Charge,448,14.9,713.5,C Felony,Property,Burglary,High
White,Female,32,Iowa Correctional Institution for Women,Prison,2019,2022,06/05/2018,11/02/2018,4,Parole Granted,20424188,Serious Misdemeanor,Drug,Drug Possession,true,Tech,243,8.1,124.401(5)(a),Serious Misdemeanor,Drug,Drug Possession,Low
Black,Male,27,Fort Dodge Correctional Facility,Prison,2019,2022,07/24/2009,11/01/2018,111,Paroled to Detainer - INS,20039605,B Felony,Other,Other Criminal,true,New Charge,"1,056",35.2,713.3,B Felony,Violent,Other Violent,Moderate
Black,Male,42,Mount Pleasant Correctional Facility,Prison,2019,2022,06/28/2017,08/24/2018,13,Released to Special Sentence,20417662,D Felony,Other,Other Criminal,true,New Charge,839,28.0,908.5(2)B,D Felony,Other,Other Criminal,High
Black,Male,22,Fort Dodge Correctional Facility,Prison,2019,2022,10/23/2018,05/07/2019,6,Parole Granted,20257302,C Felony,Violent,Assault,true,Tech,168,5.6,708.6(1),C Felony,Violent,Assault,High
White,Male,35,Districts/Compact Regions,Work Release,2019,2022,05/09/2018,11/02/2018,5,Parole Granted,20327687,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,25,Fort Dodge Correctional Facility,Prison,2019,2022,01/27/2011,02/27/2019,97,Parole Granted,20117951,C Felony,Violent,Assault,false,,,,,,,,High
White,Male,31,Districts/Compact Regions,Work Release,2019,2022,04/18/2019,06/14/2019,1,Parole Granted,20402966,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,33,Mount Pleasant Correctional Facility,Prison,2019,2022,08/21/2018,12/20/2018,3,Parole Granted,20248995,C Felony,Drug,Trafficking,true,Tech,85,2.8,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
Hispanic,Male,41,Fort Dodge Correctional Facility,Prison,2019,2022,04/12/2018,08/16/2018,4,Paroled to Detainer - INS,20453557,Aggravated Misdemeanor,Public Order,OWI,false,,,,,,,,Low
White,Male,34,Newton Correctional Facility,Work Release,2019,2022,08/21/2018,10/25/2018,2,Parole Granted,20338425,D Felony,Drug,Drug Possession,true,Tech,390,13.0,124.401(5)(c),D Felony,Drug,Drug Possession,Low
White,Male,52,Districts/Compact Regions,Work Release,2019,2022,07/31/2018,03/14/2019,7,Parole Granted,20246881,B Felony,Property,Arson,false,,,,,,,,Low
White,Male,38,Fort Dodge Correctional Facility,Prison,2019,2022,08/02/2018,02/28/2019,6,Discharged - Expiration of Sentence,20451229,Aggravated Misdemeanor,Public Order,Alcohol,false,,,,,,,,Moderate
White,Male,37,Fort Dodge Correctional Facility,Prison,2019,2022,12/11/2017,12/05/2018,11,Parole Granted,20418985,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,29,Newton Correctional Facility,Prison,2019,2022,06/12/2017,02/21/2019,20,Parole Granted,20404531,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Female,30,Iowa Correctional Institution for Women,Prison,2019,2022,11/20/2018,03/22/2019,4,Discharged - Expiration of Sentence,20396272,D Felony,Property,Vandalism,false,,,,,,,,High
White,Male,24,Districts/Compact Regions,Work Release,2019,2022,08/07/2018,09/26/2018,1,Discharged - Expiration of Sentence,20272603,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,25,Clarinda Correctional Facility,Prison,2019,2022,12/20/2017,10/16/2018,9,Parole Granted,20399696,Aggravated Misdemeanor,Public Order,Weapons,false,,,,,,,,Low
Black,Male,30,Districts/Compact Regions,Work Release,2019,2022,09/26/2018,12/04/2018,2,Parole Granted,20290141,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,31,Districts/Compact Regions,Work Release,2019,2022,02/08/2019,04/22/2019,2,Parole Granted,20305483,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,35,North Central Correctional Facility,Prison,2019,2022,03/01/2016,08/13/2018,29,Parole Granted,20350458,B Felony,Drug,Trafficking,true,Tech,823,27.4,124.401(1)(b)(7),B Felony,Drug,Trafficking,Low
White,Male,24,Anamosa State Penitentiary,Prison,2019,2022,09/19/2017,08/08/2018,10,Discharged - Expiration of Sentence,20424877,Aggravated Misdemeanor,Property,Theft,true,New Charge,323,10.8,713.6A(2),Aggravated Misdemeanor,Property,Burglary,High
White,Male,30,Fort Dodge Correctional Facility,Prison,2019,2022,11/05/2018,05/27/2019,6,Discharged - Expiration of Sentence,20378749,D Felony,Property,Burglary,true,New Charge,207,6.9,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,35,Fort Dodge Correctional Facility,Prison,2019,2022,03/15/2018,05/07/2019,13,Discharged - Expiration of Sentence,20232148,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,38,Newton Correctional Facility,Prison,2019,2022,12/03/2018,04/12/2019,4,Discharged - Expiration of Sentence,20420303,Aggravated Misdemeanor,Public Order,Other Public Order,false,,,,,,,,High
White,Male,27,Iowa State Penitentiary,Prison,2019,2022,03/29/2018,01/24/2019,9,Parole Granted,20451160,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
White,Male,35,Newton Correctional Facility,Prison,2019,2022,08/28/2017,08/23/2018,11,Parole Granted,20417988,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,24,North Central Correctional Facility,Prison,2019,2022,06/19/2018,01/02/2019,6,Paroled w/Immediate Discharge,20366870,D Felony,Public Order,Traffic,true,New Charge,554,18.5,321J.2(2)(c),D Felony,Public Order,OWI,High
White,Male,24,Newton Correctional Facility,Prison,2019,2022,11/16/2016,01/15/2019,25,Discharged - Expiration of Sentence,20376758,D Felony,Public Order,Weapons,true,New Charge,990,33.0,714.2(2),D Felony,Property,Theft,High
White,Male,30,Districts/Compact Regions,Prison,2019,2022,10/11/2018,05/17/2019,7,Discharged - Expiration of Sentence,20303261,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,21,Iowa Medical & Classification Center,Prison,2019,2022,03/13/2017,08/16/2018,17,Parole Granted,20297098,D Felony,Property,Theft,false,,,,,,,,Low
White,Male,45,Districts/Compact Regions,Work Release,2019,2022,08/07/2018,03/06/2019,6,Discharged - Expiration of Sentence,20341878,D Felony,Property,Burglary,false,,,,,,,,High
Black,Male,20,Fort Dodge Correctional Facility,Prison,2019,2022,02/25/2018,07/26/2018,5,Paroled to Detainer - U.S. Marshall,20365009,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Moderate
White,Male,49,Iowa Medical & Classification Center,Work Release,2019,2022,08/27/2018,12/06/2018,3,Parole Granted,20320199,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,377,12.6,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,48,Clarinda Correctional Facility,Prison,2019,2022,05/15/2017,11/19/2018,18,Parole Granted,20400939,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,23,North Central Correctional Facility,Prison,2019,2022,02/08/2018,07/22/2018,5,Discharged - Expiration of Sentence,20409050,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Hispanic,Male,62,North Central Correctional Facility,Prison,2019,2022,01/29/2018,11/12/2018,9,Paroled w/Immediate Discharge,20375639,D Felony,Property,Burglary,false,,,,,,,,Low
White,Male,37,Mount Pleasant Correctional Facility,Prison,2019,2022,11/20/2017,02/15/2019,14,Parole Granted,20433362,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Moderate
White,Female,26,Districts/Compact Regions,Work Release,2019,2022,03/20/2018,07/20/2018,4,Parole Granted,20320218,D Felony,Property,Theft,false,,,,,,,,Low
Black,Male,35,North Central Correctional Facility,Prison,2019,2022,11/01/2017,02/28/2019,15,Parole Granted,20302659,D Felony,Property,Forgery/Fraud,false,,,,,,,,High
White,Female,22,Iowa Correctional Institution for Women,Prison,2019,2022,03/16/2018,12/20/2018,9,Parole Granted,20431549,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,30,North Central Correctional Facility,Prison,2019,2022,10/30/2012,05/23/2019,78,Parole Granted,20216017,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,New Charge,676,22.5,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,High
White,Male,25,Mount Pleasant Correctional Facility,Prison,2019,2022,10/19/2018,06/04/2019,7,Parole Granted,20439490,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,49,Districts/Compact Regions,Work Release,2019,2022,12/07/2018,04/26/2019,4,Parole Granted,20235096,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,26,Iowa Medical & Classification Center,Prison,2019,2022,06/05/2018,02/12/2019,8,Discharged - Expiration of Sentence,20445996,Aggravated Misdemeanor,Property,Vandalism,false,,,,,,,,High
White,Female,43,Iowa Correctional Institution for Women,Prison,2019,2022,09/28/2017,07/30/2018,10,Paroled w/Immediate Discharge,20426805,Aggravated Misdemeanor,Property,Forgery/Fraud,false,,,,,,,,Moderate
White,Male,32,Districts/Compact Regions,Work Release,2019,2022,12/21/2018,02/28/2019,2,Parole Granted,877393,Special Sentence 2005,Violent,Sex,false,,,,,,,,Low
White,Male,34,Mount Pleasant Correctional Facility,Prison,2019,2022,05/29/2018,11/05/2018,5,Parole Granted,20451529,D Felony,Property,Theft,false,,,,,,,,Low
White,Male,37,Newton Correctional Facility,Prison,2019,2022,07/10/2018,10/13/2018,3,Discharged - Expiration of Sentence,20318080,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,20,Clarinda Correctional Facility,Prison,2019,2022,09/21/2017,09/04/2018,11,Parole Granted,20425338,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Hispanic,Male,26,Districts/Compact Regions,Work Release,2019,2022,03/27/2019,06/16/2019,2,Discharged - Expiration of Sentence,20357474,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,26,Iowa Medical & Classification Center,Work Release,2019,2022,06/21/2018,08/29/2018,2,Parole Granted,20201582,C Felony,Property,Theft,true,New Charge,"1,076",35.9,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,Low
White,Male,32,Mount Pleasant Correctional Facility,Prison,2019,2022,02/22/2018,05/01/2019,14,Parole Granted,20426182,C Felony,Property,Burglary,true,Tech,497,16.6,713.5,C Felony,Property,Burglary,High
White,Female,28,Iowa Correctional Institution for Women,Work Release,2019,2022,03/23/2018,09/12/2018,5,Parole Granted,20378165,C Felony,Drug,Trafficking,true,Tech,302,10.1,124.401(1)(c)(6),C Felony,Drug,Trafficking,Moderate
White,Male,23,Fort Dodge Correctional Facility,Prison,2019,2022,04/27/2017,08/30/2018,16,Discharged - Expiration of Sentence,20296750,D Felony,Property,Burglary,false,,,,,,,,High
Black,Male,37,Iowa Medical & Classification Center,Work Release,2019,2022,05/08/2018,07/19/2018,2,Parole Granted,20258592,D Felony,Public Order,Other Public Order,true,Tech,168,5.6,692A.104-B,D Felony,Public Order,Other Public Order,High
White,Male,26,Iowa State Penitentiary,Prison,2019,2022,04/06/2017,05/29/2019,25,Discharged - Expiration of Sentence,20213053,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,24,Fort Dodge Correctional Facility,Prison,2019,2022,01/16/2018,12/19/2018,11,Paroled w/Immediate Discharge,20227055,D Felony,Property,Burglary,true,New Charge,294,9.8,715A.2(2)(a),D Felony,Property,Forgery/Fraud,High
White,Male,33,Clarinda Correctional Facility,Prison,2019,2022,09/06/2017,04/04/2019,18,Parole Granted,20333271,D Felony,Violent,Assault,true,Tech,558,18.6,708.3B(2),D Felony,Violent,Assault,High
White,Male,41,Iowa Medical & Classification Center,Prison,2019,2022,04/19/2018,03/13/2019,10,Parole Granted,20374097,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Moderate
White,Male,34,Iowa Medical & Classification Center,Work Release,2019,2022,01/10/2019,03/26/2019,2,Parole Granted,20453119,D Felony,Drug,Drug Possession,true,Tech,301,10.0,124.401(5)(c),D Felony,Drug,Drug Possession,High
White,Male,21,Fort Dodge Correctional Facility,Prison,2019,2022,09/08/2017,07/03/2018,9,Discharged - Expiration of Sentence,20370340,Aggravated Misdemeanor,Property,Burglary,false,,,,,,,,High
White,Male,69,Iowa Medical & Classification Center,Work Release,2019,2022,03/27/2018,07/10/2018,3,Parole Granted,20132720,B Felony,Other,Other Criminal,true,Tech,87,2.9,706A.2(2),B Felony,Other,Other Criminal,Low
White,Male,60,Districts/Compact Regions,Work Release,2019,2022,10/05/2018,03/08/2019,5,Released to Special Sentence,20158980,Special Sentence 2005,Violent,Sex,false,,,,,,,,Low
White,Male,34,Mount Pleasant Correctional Facility,Prison,2019,2022,06/08/2018,03/22/2019,9,Parole Granted,20323298,Aggravated Misdemeanor,Public Order,OWI,false,,,,,,,,Moderate
White,Male,32,Iowa Medical & Classification Center,Prison,2019,2022,04/08/2014,10/20/2018,54,Discharged - Expiration of Sentence,20267222,D Felony,Property,Burglary,true,New Charge,383,12.8,713.6A(2),D Felony,Property,Burglary,High
White,Male,33,Fort Dodge Correctional Facility,Prison,2019,2022,12/21/2017,11/02/2018,10,Parole Granted,20432004,D Felony,Public Order,OWI,false,,,,,,,,High
White,Male,34,Iowa State Penitentiary,Prison,2019,2022,08/24/2018,11/26/2018,3,Parole Granted,20473075,Aggravated Misdemeanor,Public Order,Traffic,true,New Charge,"1,068",35.6,708.2A(2)(d),Aggravated Misdemeanor,Violent,Assault,Low
White,Male,33,Fort Dodge Correctional Facility,Prison,2019,2022,06/14/2018,03/06/2019,8,Parole Granted,20086840,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,31,North Central Correctional Facility,Prison,2019,2022,09/21/2018,01/20/2019,3,Discharged - Expiration of Sentence,20254239,D Felony,Public Order,OWI,false,,,,,,,,Low
Black,Male,24,Fort Dodge Correctional Facility,Prison,2019,2022,06/07/2017,06/20/2019,24,Paroled to Detainer - Iowa,20407505,C Felony,Property,Theft,true,New Charge,146,4.9,709.4(1)(a),C Felony,Violent,Sex,High
White,Male,29,Mount Pleasant Correctional Facility,Prison,2019,2022,10/15/2018,12/20/2018,2,Discharged - Expiration of Sentence,20380434,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,36,Fort Dodge Correctional Facility,Prison,2019,2022,05/01/2018,12/17/2018,7,Parole Granted,20371260,D Felony,Property,Forgery/Fraud,true,New Charge,351,11.7,714.2(2),D Felony,Property,Theft,High
White,Female,38,Iowa Correctional Institution for Women,Prison,2019,2022,07/20/2018,01/02/2019,5,Parole Granted,20359562,D Felony,Drug,Drug Possession,true,Tech,285,9.5,124.401(5)(c),D Felony,Drug,Drug Possession,Low
White,Male,52,Districts/Compact Regions,Work Release,2019,2022,07/13/2018,11/20/2018,4,Parole Granted,20353356,C Felony,Violent,Assault,false,,,,,,,,Low
White,Male,35,Anamosa State Penitentiary,Prison,2019,2022,12/19/2017,05/10/2019,16,Parole Granted,20410523,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,36,Iowa Medical & Classification Center,Work Release,2019,2022,10/17/2017,09/18/2018,11,Parole Granted,20314446,C Felony,Property,Burglary,true,New Charge,279,9.3,713.5,C Felony,Property,Burglary,High
White,Male,32,Fort Dodge Correctional Facility,Prison,2019,2022,04/09/2018,11/07/2018,6,Paroled w/Immediate Discharge,20433048,Aggravated Misdemeanor,Public Order,Traffic,false,,,,,,,,Low
Black,Male,29,Newton Correctional Facility,Work Release,2019,2022,07/20/2018,08/31/2018,1,Parole Granted,20247830,C Felony,Violent,Assault,true,Tech,325,10.8,708.6(1),C Felony,Violent,Assault,High
White,Male,21,Fort Dodge Correctional Facility,Prison,2019,2022,09/13/2018,12/01/2018,2,Discharged - Expiration of Sentence,20348419,Aggravated Misdemeanor,Violent,Assault,true,New Charge,506,16.9,714.7,Aggravated Misdemeanor,Property,Theft,High
Black,Male,29,Districts/Compact Regions,Work Release,2019,2022,08/14/2018,11/26/2018,3,Parole Granted,20254068,D Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Female,36,Iowa Correctional Institution for Women,Work Release,2019,2022,08/21/2018,05/14/2019,8,Parole Granted,20259317,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,205,6.8,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Moderate
White,Male,25,Iowa Medical & Classification Center,Prison,2019,2022,03/29/2018,08/04/2018,4,Discharged - Expiration of Sentence,20338458,D Felony,Property,Theft,false,,,,,,,,High
Black,Male,40,Fort Dodge Correctional Facility,Prison,2019,2022,11/07/2017,07/05/2018,7,Paroled to Detainer - INS,20393513,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Black,Male,32,Iowa Medical & Classification Center,Work Release,2019,2022,07/17/2018,11/26/2018,4,Parole Granted,20414915,Aggravated Misdemeanor,Property,Theft,true,New Charge,430,14.3,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,27,Mount Pleasant Correctional Facility,Prison,2019,2022,06/28/2018,11/16/2018,4,Parole Granted,20456106,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Hispanic,Female,22,Iowa Correctional Institution for Women,Prison,2019,2022,08/22/2017,07/02/2018,10,Parole Granted,20254596,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,41,Clarinda Correctional Facility,Prison,2019,2022,06/21/2018,04/11/2019,9,Parole Granted,20079860,B Felony,Drug,Trafficking,false,,,,,,,,Low
